team,n_win,n_loss,yusag_coeff,seed,conference,finals,champ,loc_type
Georgetown,5,13,9.1082737128387965,8,Big East,0.04300000000000003,0.012000000000000004,H
Gonzaga,15.915,1.0850000000000009,21.823387754196993,1,WCC,0.9590000000000007,0.7930000000000006,H
BYU,13.708,3.292,16.25626232642032,2,WCC,0.8100000000000006,0.18500000000000014,H
Saint Mary's (CA),12.292,5.708,10.899773476945077,3,WCC,0.17800000000000013,0.02000000000000001,H
San Francisco,11.085,7.914999999999999,7.302895501269228,4,WCC,0.037000000000000026,0.001,H
Pacific,11,6,3.3827733923596064,5,WCC,0.003,0,H
Pepperdine,9,9,2.2521703663109136,6,WCC,0.005,0,H
Santa Clara,7,11,0.38011677494528584,7,WCC,0.007,0.001,H
LMU (CA),5,13,-1.9879232006368195,8,WCC,0.001,0,H
UC Irvine,13,3,4.608527772141931,1,Big West,0.8240000000000006,0.6920000000000005,H
UC Santa Barbara,10,6,0.016554917608967656,2,Big West,0.6610000000000005,0.19000000000000014,H
CSUN,10,6,-5.152782844657824,3,Big West,0.1510000000000001,0.025000000000000015,H
Hawaii,8,8,-2.386796535138502,4,Big West,0.10300000000000008,0.04200000000000003,H
UC Davis,8,8,-3.500354623367925,5,Big West,0.06100000000000005,0.01800000000000001,H
UC Riverside,7,9,-3.334270872241774,6,Big West,0.1290000000000001,0.024000000000000014,H
Cal St. Fullerton,6,10,-6.574507256538398,7,Big West,0.059000000000000045,0.005,H
Long Beach St.,6,10,-8.814699590067383,8,Big West,0.012000000000000004,0.004,H
New Mexico St.,16,0,4.869645053087785,1,WAC,0.8340000000000006,0.7290000000000005,H
California Baptist,10,6,-1.5191712315637638,2,WAC,0.5950000000000004,0.16200000000000012,H
UTRGV,9,7,-5.751590998308789,3,WAC,0.1530000000000001,0.01800000000000001,H
Kansas City,8,7,-5.011768076728666,4,WAC,0.10100000000000008,0.03000000000000002,H
Grand Canyon,8,8,-6.464750835330337,5,WAC,0.04200000000000003,0.010000000000000002,H
Seattle U,7,7,-2.9466324335858047,6,WAC,0.20000000000000015,0.04100000000000003,H
CSU Bakersfield,6,10,-6.478931218111951,7,WAC,0.05200000000000004,0.006,H
Utah Valley,5,10,-6.2337859795204444,8,WAC,0.023000000000000013,0.004,H
Winthrop,17,3,2.5497223048021826,1,Big South,0.8860000000000007,0.7020000000000005,H
Radford,15,3,-1.0053755268385451,2,Big South,0.6950000000000005,0.20800000000000016,H
Gardner-Webb,12,8,-3.659362109441009,3,Big South,0.2610000000000002,0.06600000000000004,H
Longwood,9,10,-10.663885407835833,4,Big South,0.059000000000000045,0.010000000000000002,H
Hampton,9,10,-10.976375103828058,5,Big South,0.037000000000000026,0.005,H
UNC Asheville,8,11,-9.3961204008134,6,Big South,0.028000000000000018,0.005,H
Charleston So.,7,11,-11.27287730299672,7,Big South,0.016000000000000007,0.002,H
USC Upstate,7,12,-12.05187373998389,8,Big South,0.01800000000000001,0.002,H
Siena,15,5,0.16083058318258914,1,MAAC,0.6490000000000005,0.46000000000000035,H
Saint Peter's,14,6,-1.636672575448019,2,MAAC,0.5490000000000004,0.23200000000000018,H
Rider,12,8,-1.4695374704226776,3,MAAC,0.33900000000000025,0.1580000000000001,H
Monmouth,12,8,-2.6088938859106463,4,MAAC,0.2570000000000002,0.10800000000000008,H
Quinnipiac,10,10,-6.287908344486827,5,MAAC,0.06600000000000004,0.01800000000000001,H
Iona,9,11,-4.8746980747097854,6,MAAC,0.08300000000000006,0.02000000000000001,H
Niagara,9,11,-8.911640365847148,7,MAAC,0.02900000000000002,0.002,H
Manhattan,8,12,-7.179057671603452,8,MAAC,0.028000000000000018,0.002,H
North Texas,14,4,7.494565174121886,1,C-USA,0.6960000000000005,0.47100000000000036,H
Louisiana Tech,13,5,6.963016023246157,2,C-USA,0.6300000000000004,0.3150000000000002,H
Western Ky.,13,5,3.9964555092463865,3,C-USA,0.25300000000000017,0.09700000000000007,H
Marshall,10.647,8.353,1.7757497717551392,4,C-USA,0.19300000000000014,0.060000000000000046,H
Charlotte,10,8,0.36583775177760103,5,C-USA,0.07100000000000005,0.01900000000000001,H
FIU,9,9,0.9758181541321189,6,C-USA,0.07300000000000005,0.023000000000000013,H
Old Dominion,9,9,0.5047937247654559,7,C-USA,0.04400000000000003,0.005,H
UAB,9,9,-0.991023140743966,8,C-USA,0.04000000000000003,0.010000000000000002,H
ETSU,18.75,2.25,8.307372970127366,1,Southern,0.7770000000000006,0.5470000000000004,H
Furman,15,4,7.2793701507627215,2,Southern,0.6180000000000004,0.25300000000000017,H
UNC Greensboro,13,6,6.135311490728512,3,Southern,0.32500000000000023,0.1370000000000001,H
Wofford,11.25,10.75,1.5718161194321407,4,Southern,0.1210000000000001,0.03100000000000002,H
Chattanooga,11,9,1.995256412925734,5,Southern,0.09500000000000007,0.01800000000000001,H
Western Caro.,11,9,0.9595566009575496,6,Southern,0.04400000000000003,0.011000000000000003,H
Mercer,11,8,-1.480064608955403,7,Southern,0.013000000000000005,0.001,H
VMI,4,16,-5.341807748465802,8,Southern,0.007,0.002,H
Houston,13,5,15.41001451968224,1,AAC,0.7140000000000005,0.5850000000000004,H
Cincinnati,13,5,11.29772584809764,2,AAC,0.5420000000000004,0.17700000000000013,H
Tulsa,13,5,7.532118011314084,3,AAC,0.18500000000000014,0.03200000000000002,H
Wichita St.,11,7,11.974504864903816,4,AAC,0.19600000000000015,0.11000000000000008,H
Memphis,10,8,9.99843780783579,5,AAC,0.07700000000000005,0.037000000000000026,H
UConn,10,8,9.946117473372473,6,AAC,0.21300000000000016,0.04900000000000004,H
SMU,9,9,7.0032708957116,7,AAC,0.060000000000000046,0.008,H
UCF,7,11,4.361259614184432,8,AAC,0.013000000000000005,0.002,H
Wright St.,15.785,3.215,3.87375133249612,1,Horizon,0.8450000000000006,0.6750000000000005,H
Northern Ky.,13.68,5.32,0.5117032085156747,2,Horizon,0.7010000000000005,0.22200000000000017,H
Green Bay,11.32,7.68,-4.050944405417405,3,Horizon,0.17800000000000013,0.03100000000000002,H
UIC,10.215,8.785,-4.009077140402722,4,Horizon,0.08700000000000006,0.03800000000000003,H
Youngstown St.,10,8,-4.65268112725246,5,Horizon,0.05600000000000004,0.016000000000000007,H
Oakland,8,10,-5.526714200404232,6,Horizon,0.06800000000000005,0.009000000000000001,H
Milwaukee,7,11,-6.727312558222186,7,Horizon,0.05300000000000004,0.007,H
Cleveland St.,7,11,-9.575012570873584,8,Horizon,0.012000000000000004,0.002,H
Hofstra,15.67,4.33,3.6566433821710103,1,CAA,0.6330000000000005,0.4850000000000004,H
William & Mary,13,6,-1.8094104378362692,2,CAA,0.4210000000000003,0.1410000000000001,H
Delaware,12.33,7.67,-0.6553661456795385,3,CAA,0.2630000000000002,0.10300000000000008,H
Towson,12,7,0.4996603669378814,4,CAA,0.20600000000000016,0.09900000000000007,H
Col. of Charleston,11,8,0.308711763574232,5,CAA,0.1340000000000001,0.06600000000000004,H
Northeastern,10.814,9.186,2.16356682016656,6,CAA,0.2860000000000002,0.09600000000000007,H
Elon,9.186,11.814,-6.824795059906059,7,CAA,0.03000000000000002,0.005,H
Drexel,7,13,-5.042647280536422,8,CAA,0.027000000000000017,0.005,H
Dayton,18,0,17.754750945172518,1,A-10,0.8150000000000006,0.7070000000000005,H
Richmond,14,4,10.59189425837018,2,A-10,0.5260000000000004,0.1290000000000001,H
Rhode Island,13,5,8.448394786509878,3,A-10,0.32700000000000023,0.07200000000000005,H
Saint Louis,12,6,8.252895984115243,4,A-10,0.11300000000000009,0.04900000000000004,H
Duquesne,11,7,5.4367170552671595,5,A-10,0.028000000000000018,0.006,H
St. Bonaventure,11,7,3.008885702005765,6,A-10,0.04000000000000003,0,H
Davidson,10,8,8.430078895596457,7,A-10,0.10700000000000008,0.01900000000000001,H
VCU,8,10,8.185580158208714,8,A-10,0.04400000000000003,0.01800000000000001,H
North Dakota St.,14.812,3.1880000000000006,2.2413889979812076,1,Summit,0.6900000000000005,0.4160000000000003,H
South Dakota St.,13,4,3.2991923741139253,2,Summit,0.6050000000000004,0.32400000000000023,H
Oral Roberts,10.777,7.223000000000001,3.1323967350470987,3,Summit,0.36100000000000027,0.18800000000000014,H
South Dakota,10,7,-1.0464303421639443,4,Summit,0.25400000000000017,0.058000000000000045,H
Omaha,9,8,-5.3413382351218335,5,Summit,0.048000000000000036,0.007,H
North Dakota,8.223,9.777,-4.422852076681012,6,Summit,0.023000000000000013,0.004,H
Purdue Fort Wayne,7.188,10.812000000000001,-6.6373814829908255,7,Summit,0.011000000000000003,0.002,H
Denver,3,14,-9.375038745345485,8,Summit,0.008,0.001,H
Eastern Wash.,16,4,3.2676362639626007,1,Big Sky,0.6100000000000004,0.34300000000000025,H
Northern Colo.,15,5,6.998937645671953,2,Big Sky,0.6580000000000005,0.4100000000000003,H
Montana,14,6,1.8411440473388065,3,Big Sky,0.25400000000000017,0.12600000000000008,H
Portland St.,12,8,-0.20699552252646392,4,Big Sky,0.2490000000000002,0.06900000000000005,H
Northern Ariz.,10,10,-3.320450122812609,5,Big Sky,0.06700000000000005,0.010000000000000002,H
Montana St.,10,10,-4.043853672800177,6,Big Sky,0.024000000000000014,0.006,H
Southern Utah,9,11,1.2126686897404664,7,Big Sky,0.06400000000000004,0.022000000000000013,H
Sacramento St.,8,12,-1.361579074163795,8,Big Sky,0.07400000000000005,0.014000000000000005,H
Liberty,13,3,6.6217827395332876,1,A-Sun,0.9160000000000007,0.7600000000000006,H
North Florida,13,3,1.3201394281947163,2,A-Sun,0.7660000000000006,0.18800000000000014,H
Lipscomb,9,7,-5.524614984715782,3,A-Sun,0.1380000000000001,0.02100000000000001,H
Stetson,9,7,-8.41942831800194,4,A-Sun,0.03000000000000002,0.007,H
North Ala.,8,8,-6.798468495360439,5,A-Sun,0.036000000000000025,0.008,H
Jacksonville,7,9,-5.023757663797416,6,A-Sun,0.07800000000000006,0.012000000000000004,H
FGCU,7,9,-8.569765026522713,7,A-Sun,0.01800000000000001,0.001,H
NJIT,6,10,-8.61439381140742,8,A-Sun,0.01800000000000001,0.003,H
Michigan St.,14,6,20.28773953557399,1,Big 10,0.6070000000000004,0.4850000000000004,H
Maryland,14,6,16.077190063100765,2,Big 10,0.45300000000000035,0.16400000000000012,H
Wisconsin,14,6,14.796444874457238,3,Big 10,0.2780000000000002,0.10400000000000008,H
Illinois,13,7,13.974368325070246,4,Big 10,0.1590000000000001,0.06400000000000004,H
Ohio St.,11,9,17.122906957945254,5,Big 10,0.17000000000000012,0.09400000000000007,H
Iowa,11,9,14.569884819382912,6,Big 10,0.1590000000000001,0.03800000000000003,H
Penn St.,11,9,14.510018978106222,7,Big 10,0.11000000000000008,0.022000000000000013,H
Rutgers,11,9,14.303654958941598,8,Big 10,0.06400000000000004,0.02900000000000002,H
SFA,19,1,4.5188610972002525,1,Southland,0.8370000000000006,0.6380000000000005,AFL
Abilene Christian,15,5,-1.6290242150084984,2,Southland,0.5840000000000004,0.18000000000000013,AFL
Nicholls St.,15,5,-3.02325782718414,3,Southland,0.2870000000000002,0.10600000000000008,AFL
Sam Houston St.,11,9,-4.266507834514057,4,Southland,0.23700000000000018,0.06500000000000004,AFL
Northwestern St.,11,9,-8.901244561490818,5,Southland,0.004,0,AFL
Lamar University,10,10,-6.816135996118791,6,Southland,0.03200000000000002,0.004,AFL
McNeese,10,10,-7.254784594042544,7,Southland,0.014000000000000005,0.004,AFL
A&M-Corpus Christi,10,10,-9.310157270714514,8,Southland,0.005,0.003,AFL
San Diego St.,19,2,17.13725223842716,1,MWC,0.8640000000000007,0.6480000000000005,AFL
Utah St.,15,6,12.171373352943691,2,MWC,0.6550000000000005,0.2460000000000002,AFL
Nevada,12,7,7.842136165498635,3,MWC,0.21200000000000016,0.048000000000000036,AFL
UNLV,12,6,6.103381297952216,4,MWC,0.18200000000000013,0.037000000000000026,AFL
Boise St.,11,8,7.8194730043085965,5,MWC,0.03000000000000002,0.011000000000000003,AFL
Colorado St.,11,8,5.884852370460466,6,MWC,0.05300000000000004,0.010000000000000002,AFL
New Mexico,8,12,1.9145446945988063,7,MWC,0.003,0,AFL
Fresno St.,7,12,1.2806034627787746,8,MWC,0.001,0,AFL
Akron,14,4,6.551678095786555,1,MAC,0.7110000000000005,0.47700000000000037,AFL
Bowling Green,12,6,-0.19157811003509373,2,MAC,0.3020000000000002,0.10900000000000008,AFL
Ball St.,11,7,3.6560259652076645,3,MAC,0.47700000000000037,0.22000000000000017,AFL
Buffalo,11,7,1.8146047253463848,4,MAC,0.3110000000000002,0.12000000000000009,AFL
Northern Ill.,11,7,-1.0109694775608915,5,MAC,0.03000000000000002,0.014000000000000005,AFL
Kent St.,9,9,3.1293676039234732,6,MAC,0.12000000000000009,0.046000000000000034,AFL
Toledo,8,10,0.9024131524803263,7,MAC,0.028000000000000018,0.007,AFL
Ohio,8,10,-0.2538445368655644,8,MAC,0.02100000000000001,0.007,AFL
Kentucky,15,3,13.813374103782037,1,SEC,0.5770000000000004,0.3140000000000002,AFL
LSU,12,6,12.72407162935984,2,SEC,0.46800000000000036,0.23800000000000018,AFL
Auburn,12,6,12.704989079513664,3,SEC,0.3970000000000003,0.19600000000000015,AFL
Florida,11,7,13.433661507669056,4,SEC,0.43800000000000033,0.21600000000000016,AFL
Mississippi St.,11,7,10.832408503310942,5,SEC,0.05400000000000004,0.02100000000000001,AFL
South Carolina,10,8,8.99908094885515,6,SEC,0.04100000000000003,0.011000000000000003,AFL
Texas A&M,10,8,3.8293927020809058,7,SEC,0.005,0,AFL
Tennessee,9,9,9.115300293790705,8,SEC,0.02000000000000001,0.004,AFL
Prairie View,14,4,-4.25167664296657,1,SWAC,0.6750000000000005,0.3980000000000003,AFL
Southern U.,13,5,-5.430670115501561,2,SWAC,0.6180000000000004,0.31900000000000023,AFL
Texas Southern,12,6,-8.475966627081469,3,SWAC,0.2890000000000002,0.10700000000000008,AFL
Jackson St.,11,7,-8.0836120428897,4,SWAC,0.32000000000000023,0.1430000000000001,AFL
Grambling,11,7,-9.374812791246605,5,SWAC,0.060000000000000046,0.023000000000000013,AFL
Alcorn,11,7,-11.43193156852894,6,SWAC,0.028000000000000018,0.010000000000000002,AFL
Alabama St.,7,11,-13.568486455052861,7,SWAC,0.009000000000000001,0,AFL
Alabama A&M,5,13,-16.2069144136358,8,SWAC,0.001,0,AFL
Vermont,14,2,7.823610438184646,1,Am. East,0.9190000000000007,0.7650000000000006,AFL
Stony Brook,10,6,-0.8039474688115558,2,Am. East,0.6560000000000005,0.16900000000000012,AFL
Hartford,9,7,-5.952655805628574,3,Am. East,0.16900000000000012,0.03000000000000002,AFL
New Hampshire,8,8,-5.483625813407357,4,Am. East,0.18500000000000014,0.027000000000000017,AFL
UMBC,8,8,-6.9359955302184915,5,Am. East,0.013000000000000005,0.005,AFL
UMass Lowell,7,9,-6.894401248461909,6,Am. East,0.035000000000000024,0.002,AFL
Albany (NY),7,9,-7.551405621785845,7,Am. East,0.02000000000000001,0.002,AFL
Maine,5,11,-10.596858987151261,8,Am. East,0.003,0,AFL
Colgate,14,4,2.9732714134449836,1,Patriot,0.7410000000000005,0.4870000000000004,AFL
Boston U.,12,6,0.06571012692257483,2,Patriot,0.6440000000000005,0.2860000000000002,AFL
American,12,6,-2.026627983343272,3,Patriot,0.2930000000000002,0.1210000000000001,AFL
Lafayette,10,8,-3.928568300877501,4,Patriot,0.23800000000000018,0.08600000000000006,AFL
Army West Point,10,8,-6.82501009484449,5,Patriot,0.01800000000000001,0.005,AFL
Navy,8,10,-6.1776848983397095,6,Patriot,0.03800000000000003,0.010000000000000002,AFL
Bucknell,8,10,-6.270287018177342,7,Patriot,0.02100000000000001,0.005,AFL
Loyola Maryland,7,11,-7.578707802322742,8,Patriot,0.007,0,AFL
Little Rock,15,5,2.860434382106325,1,Sunbelt,0.4920000000000004,0.21100000000000016,AFL
Texas St.,13,7,5.324100881852591,2,Sunbelt,0.6410000000000005,0.3920000000000003,AFL
South Alabama,13,7,0.5131942268465135,3,Sunbelt,0.2480000000000002,0.09300000000000007,AFL
Georgia St.,12,8,4.119874191792766,4,Sunbelt,0.43900000000000033,0.22700000000000017,AFL
Ga. Southern,12,8,2.098081533037485,5,Sunbelt,0.09300000000000007,0.036000000000000025,AFL
Appalachian St.,11,9,-0.29860290771694586,6,Sunbelt,0.02100000000000001,0.005,AFL
UT Arlington,10,10,2.891534112769243,7,Sunbelt,0.05200000000000004,0.03000000000000002,AFL
Coastal Carolina,8,12,-1.2653322814239374,8,Sunbelt,0.014000000000000005,0.006,AFL
Oregon,13,5,15.720447641200826,1,Pac 12,0.6610000000000005,0.45900000000000035,AFL
UCLA,12,6,8.032254416970394,2,Pac 12,0.2810000000000002,0.06700000000000005,AFL
Southern California,11,7,9.87816910959254,3,Pac 12,0.2980000000000002,0.09000000000000007,AFL
Arizona St.,11,7,9.385491070910719,4,Pac 12,0.23300000000000018,0.08800000000000006,AFL
Arizona,10,8,16.60353854685554,5,Pac 12,0.2590000000000002,0.19100000000000014,AFL
Colorado,10,8,13.576895395869192,6,Pac 12,0.19000000000000014,0.07700000000000005,AFL
Stanford,9,9,11.68212606119131,7,Pac 12,0.06900000000000005,0.025000000000000015,AFL
Oregon St.,7,11,7.688641504785201,8,Pac 12,0.009000000000000001,0.003,AFL
Belmont,17,3,5.1393257190232955,1,OVC,0.7780000000000006,0.5220000000000004,AFL
Murray St.,16,4,2.813734136767181,2,OVC,0.7140000000000005,0.32500000000000023,AFL
Austin Peay,15,5,0.12388973349362509,3,OVC,0.35200000000000026,0.1360000000000001,AFL
Eastern Ky.,13,7,-7.629255416776592,4,OVC,0.08800000000000006,0.009000000000000001,AFL
Eastern Ill.,10,10,-4.221550390747271,5,OVC,0.024000000000000014,0.003,AFL
Tennessee St.,10,10,-6.275185342866716,6,OVC,0.03400000000000002,0.003,AFL
Jacksonville St.,8,11,-7.230107773868443,7,OVC,0.010000000000000002,0.002,AFL
Morehead St.,7,12,-10.182733339406424,8,OVC,0,0,AFL
Kansas,17,1,22.913608355311283,1,Big 12,0.7790000000000006,0.5650000000000004,AFL
Baylor,15,3,18.48817696641398,2,Big 12,0.5920000000000004,0.23500000000000018,AFL
West Virginia,9,9,16.619319842986044,3,Big 12,0.3140000000000002,0.10900000000000008,AFL
Texas Tech,9,9,15.170228464484568,4,Big 12,0.2680000000000002,0.08200000000000006,AFL
Oklahoma,9,9,12.009640488524406,5,Big 12,0.026000000000000016,0.009000000000000001,AFL
Texas,9,9,8.532516269831861,6,Big 12,0.011000000000000003,0,AFL
Oklahoma St.,7,11,10.272871686533064,7,Big 12,0.009000000000000001,0,AFL
TCU,7,11,7.480215939882564,8,Big 12,0.001,0,AFL
N.C. Central,13,3,-7.382288753778611,1,MEAC,0.4850000000000004,0.22900000000000018,AFL
Norfolk St.,12,4,-5.389853894447033,2,MEAC,0.6070000000000004,0.3720000000000003,AFL
N.C. A&T,12,4,-6.998051119433214,3,MEAC,0.4250000000000003,0.18800000000000014,AFL
Bethune-Cookman,10,6,-7.788226528369087,4,MEAC,0.3870000000000003,0.18100000000000013,AFL
Florida A&M,10,6,-10.056035670861377,5,MEAC,0.04900000000000004,0.016000000000000007,AFL
Morgan St.,9,7,-11.18224002337318,6,MEAC,0.03200000000000002,0.009000000000000001,AFL
Coppin St.,7,9,-12.615992995559079,7,MEAC,0.012000000000000004,0.004,AFL
South Carolina St.,6,10,-13.137681338884857,8,MEAC,0.003,0.001,AFL
Florida St.,16,4,15.64651003154552,1,ACC,0.5320000000000004,0.22700000000000017,AFL
Duke,15,5,20.24640251684093,2,ACC,0.8100000000000006,0.5560000000000004,AFL
Louisville,15,5,15.869339444413763,3,ACC,0.44600000000000034,0.17300000000000013,AFL
Virginia,15,5,10.287126176684739,4,ACC,0.1470000000000001,0.035000000000000024,AFL
Georgia Tech,11,9,9.16653628101661,5,ACC,0.014000000000000005,0.003,AFL
NC State,10,10,10.08514670217273,6,ACC,0.02900000000000002,0.003,AFL
Syracuse,10,10,9.742665582849911,7,ACC,0.008,0.002,AFL
Notre Dame,10,10,9.09584729808572,8,ACC,0.014000000000000005,0.001,AFL
UNI,14,5,9.400055963712036,1,MVC,0.7600000000000006,0.5200000000000004,AFL
Bradley,14,7,4.843878378615738,2,MVC,0.4860000000000004,0.19900000000000015,AFL
Loyola Chicago,13,6,5.271765288413901,3,MVC,0.3710000000000003,0.18000000000000013,AFL
Valparaiso,12,10,1.579702056027486,4,MVC,0.22800000000000017,0.059000000000000045,AFL
Indiana St.,11,8,2.79814361932692,5,MVC,0.04500000000000003,0.013000000000000005,AFL
Missouri St.,10,10,3.5607162717298966,6,MVC,0.09500000000000007,0.025000000000000015,AFL
Drake,10,11,0.039396731614967706,7,MVC,0.010000000000000002,0.001,AFL
Southern Ill.,10,9,-0.22412749282707622,8,MVC,0.005,0.003,AFL
Yale,11,3,8.076534471528953,1,Ivy,0.7950000000000006,0.5610000000000004,AFL
Harvard,10,4,3.9722192168410686,2,Ivy,0.5610000000000004,0.22300000000000017,AFL
Princeton,9,5,0.9303399154171377,3,Ivy,0.25600000000000017,0.09200000000000007,AFL
Penn,8,6,1.8017420531538892,4,Ivy,0.32400000000000023,0.10900000000000008,AFL
Brown,8,6,-3.020523053840253,5,Ivy,0.025000000000000015,0.007,AFL
Dartmouth,5,9,-2.4815217236627074,6,Ivy,0.036000000000000025,0.008,AFL
Cornell,4,10,-6.666669244357613,7,Ivy,0.003,0,AFL
Columbia,1,13,-9.010130261818492,8,Ivy,0,0,AFL
Merrimack,14,4,-4.496695021858776,1,NEC,0.3980000000000003,0.1510000000000001,AFL
Saint Francis (PA),13,5,-0.9937919849391541,2,NEC,0.6170000000000004,0.3730000000000003,AFL
Robert Morris,13,5,-3.1901216166921476,3,NEC,0.3920000000000003,0.1510000000000001,AFL
Sacred Heart,12,6,-1.9029448137626641,4,NEC,0.4880000000000004,0.2870000000000002,AFL
LIU,9,9,-6.019912422835195,5,NEC,0.02900000000000002,0.010000000000000002,AFL
Fairleigh Dickinson,9,9,-7.66034763498403,6,NEC,0.017000000000000008,0.004,AFL
Bryant,7,11,-4.718228779202313,7,NEC,0.04500000000000003,0.01900000000000001,AFL
Mount St. Mary's,7,11,-8.054534003478652,8,NEC,0.014000000000000005,0.005,AFL
Creighton,13,5,16.322406937056975,1,Big East,0.5820000000000004,0.3110000000000002,AFL
Villanova,13,5,15.451362307002304,2,Big East,0.5300000000000004,0.2780000000000002,AFL
Seton Hall,13,5,15.22568395516849,3,Big East,0.44600000000000034,0.22400000000000017,AFL
Providence,12,6,12.490590416503524,4,Big East,0.2650000000000002,0.10500000000000008,AFL
Butler,10,8,13.76995838751161,5,Big East,0.07300000000000005,0.03000000000000002,AFL
Marquette,8,10,13.968805671635634,6,Big East,0.08400000000000006,0.04500000000000003,AFL
Xavier,8,10,11.276470958191185,7,Big East,0.013000000000000005,0.005,AFL
Georgetown,5,13,9.1082737128387965,8,Big East,0.007,0.002,AFL
Gonzaga,15.915,1.0850000000000009,21.823387754196993,1,WCC,0.8770000000000007,0.6670000000000005,AFL
BYU,13.708,3.292,16.25626232642032,2,WCC,0.7530000000000006,0.2700000000000002,AFL
Saint Mary's (CA),12.292,5.708,10.899773476945077,3,WCC,0.20900000000000016,0.04500000000000003,AFL
San Francisco,11.085,7.914999999999999,7.302895501269228,4,WCC,0.1380000000000001,0.01800000000000001,AFL
Pacific,11,6,3.3827733923596064,5,WCC,0.003,0,AFL
Pepperdine,9,9,2.2521703663109136,6,WCC,0.016000000000000007,0,AFL
Santa Clara,7,11,0.38011677494528584,7,WCC,0.003,0,AFL
LMU (CA),5,13,-1.9879232006368195,8,WCC,0.001,0,AFL
UC Irvine,13,3,4.608527772141931,1,Big West,0.8150000000000006,0.5910000000000004,AFL
UC Santa Barbara,10,6,0.016554917608967656,2,Big West,0.5800000000000004,0.23900000000000018,AFL
CSUN,10,6,-5.152782844657824,3,Big West,0.16200000000000012,0.047000000000000035,AFL
Hawaii,8,8,-2.386796535138502,4,Big West,0.2920000000000002,0.08300000000000006,AFL
UC Davis,8,8,-3.500354623367925,5,Big West,0.058000000000000045,0.02000000000000001,AFL
UC Riverside,7,9,-3.334270872241774,6,Big West,0.07700000000000005,0.01800000000000001,AFL
Cal St. Fullerton,6,10,-6.574507256538398,7,Big West,0.012000000000000004,0.001,AFL
Long Beach St.,6,10,-8.814699590067383,8,Big West,0.004,0.001,AFL
New Mexico St.,16,0,4.869645053087785,1,WAC,0.8670000000000007,0.6700000000000005,AFL
California Baptist,10,6,-1.5191712315637638,2,WAC,0.6030000000000004,0.18400000000000014,AFL
UTRGV,9,7,-5.751590998308789,3,WAC,0.16200000000000012,0.04000000000000003,AFL
Kansas City,8,7,-5.011768076728666,4,WAC,0.21200000000000016,0.059000000000000045,AFL
Grand Canyon,8,8,-6.464750835330337,5,WAC,0.02100000000000001,0.010000000000000002,AFL
Seattle U,7,7,-2.9466324335858047,6,WAC,0.10100000000000008,0.02900000000000002,AFL
CSU Bakersfield,6,10,-6.478931218111951,7,WAC,0.02100000000000001,0.005,AFL
Utah Valley,5,10,-6.2337859795204444,8,WAC,0.013000000000000005,0.003,AFL
Winthrop,17,3,2.5497223048021826,1,Big South,0.8170000000000006,0.5730000000000004,AFL
Radford,15,3,-1.0053755268385451,2,Big South,0.6820000000000005,0.2810000000000002,AFL
Gardner-Webb,12,8,-3.659362109441009,3,Big South,0.35800000000000026,0.1290000000000001,AFL
Longwood,9,10,-10.663885407835833,4,Big South,0.09400000000000007,0.010000000000000002,AFL
Hampton,9,10,-10.976375103828058,5,Big South,0.004,0.001,AFL
UNC Asheville,8,11,-9.3961204008134,6,Big South,0.03200000000000002,0.004,AFL
Charleston So.,7,11,-11.27287730299672,7,Big South,0.012000000000000004,0.002,AFL
USC Upstate,7,12,-12.05187373998389,8,Big South,0.001,0,AFL
Siena,15,5,0.16083058318258914,1,MAAC,0.6270000000000004,0.4060000000000003,AFL
Saint Peter's,14,6,-1.636672575448019,2,MAAC,0.5290000000000004,0.23200000000000018,AFL
Rider,12,8,-1.4695374704226776,3,MAAC,0.4220000000000003,0.19500000000000015,AFL
Monmouth,12,8,-2.6088938859106463,4,MAAC,0.32100000000000023,0.1300000000000001,AFL
Quinnipiac,10,10,-6.287908344486827,5,MAAC,0.03200000000000002,0.011000000000000003,AFL
Iona,9,11,-4.8746980747097854,6,MAAC,0.05600000000000004,0.022000000000000013,AFL
Niagara,9,11,-8.911640365847148,7,MAAC,0.005,0.002,AFL
Manhattan,8,12,-7.179057671603452,8,MAAC,0.008,0.002,AFL
North Texas,14,4,7.494565174121886,1,C-USA,0.6590000000000005,0.3960000000000003,AFL
Louisiana Tech,13,5,6.963016023246157,2,C-USA,0.6440000000000005,0.34300000000000025,AFL
Western Ky.,13,5,3.9964555092463865,3,C-USA,0.3700000000000003,0.16500000000000012,AFL
Marshall,10.647,8.353,1.7757497717551392,4,C-USA,0.22900000000000018,0.06900000000000005,AFL
Charlotte,10,8,0.36583775177760103,5,C-USA,0.03000000000000002,0.006,AFL
FIU,9,9,0.9758181541321189,6,C-USA,0.048000000000000036,0.014000000000000005,AFL
Old Dominion,9,9,0.5047937247654559,7,C-USA,0.014000000000000005,0.004,AFL
UAB,9,9,-0.991023140743966,8,C-USA,0.006,0.003,AFL
ETSU,18.75,2.25,8.307372970127366,1,Southern,0.6660000000000005,0.3860000000000003,AFL
Furman,15,4,7.2793701507627215,2,Southern,0.6350000000000005,0.33100000000000024,AFL
UNC Greensboro,13,6,6.135311490728512,3,Southern,0.4240000000000003,0.20800000000000016,AFL
Wofford,11.25,10.75,1.5718161194321407,4,Southern,0.18100000000000013,0.05500000000000004,AFL
